timestamp,latency_ms,jitter_ms,packet_loss_rate,retransmission_rate,timeout_events,retry_events,throughput_mbps,dns_failure_events,tls_failure_events,quic_blocked_ratio
2026-01-01 00:00:00,110.48253029810522,21.164546869630488,0.4186387708956381,0.9030300194291258,4,2,61.86319744319656,0,1,0.013111828028020819
2026-01-01 00:00:01,122.8868554024593,7.685525820033778,0.4875425982326059,0.7783493302526681,1,0,62.198765883180684,0,1,0.03246021022571689
2026-01-01 00:00:02,97.24408380481121,12.344033924347226,0.42819373161284724,0.7522516960241599,0,3,52.032044921660045,0,1,0.0
2026-01-01 00:00:03,136.74926052130434,14.792994760742776,0.3717402793317943,0.6102081526474211,0,0,58.87507479068629,0,1,0.021719501540584735
2026-01-01 00:00:04,127.65953689113859,14.238961038169101,0.47990620620982605,0.6103712989783312,0,0,55.298868281076594,0,0,0.05260107017531529
2026-01-01 00:00:05,116.49543017736764,4.597190928906817,0.37239046079881644,0.7560178435977982,0,1,74.09259628691994,0,1,0.010380816570470255
2026-01-01 00:00:06,116.25660806171788,8.015623605342132,0.42366215707147364,0.693949384902538,1,0,57.506226557091914,0,0,0.0
2026-01-01 00:00:07,123.64602441334574,10.82411871980317,0.42229382874344557,0.5935551458276941,1,1,60.714345914737784,0,1,0.00035270134437941585
2026-01-01 00:00:08,116.78807637354792,6.877804144054535,0.3736083094370565,0.6900780622703567,0,1,67.29484865487744,0,0,0.04304232679284349
2026-01-01 00:00:09,117.28909366604144,16.063950653280244,0.44186045886953745,0.7288006251312904,0,1,63.939993601146384,0,1,0.05362689929979704
2026-01-01 00:00:10,128.64081384010936,15.528115088152788,0.41063781156240514,0.7748741530761445,1,3,51.53213666982914,0,1,0.030907227604497184
2026-01-01 00:00:11,126.17646246928524,0.2574932749304457,0.41712863771958625,0.6913856470059208,0,1,63.831124704630795,0,1,0.06282247696026998
2026-01-01 00:00:12,119.23046477238981,1.1684755723599745,0.37972801011219326,0.6784626211829294,0,1,64.26187547883153,0,0,0.0
2026-01-01 00:00:13,118.97428124176966,4.310620339081223,0.4390790011724216,0.700496625449003,0,1,58.91011540161452,0,1,0.05836592887294519
2026-01-01 00:00:14,121.93099587198773,12.703557180878414,0.37417186111956036,0.7138386717914027,1,1,62.78577221075233,0,0,0.026293092716461325
2026-01-01 00:00:15,112.63177926577313,24.199035180232833,0.34662521998804263,0.6069493424214212,2,2,60.62838624533905,0,1,0.04027900573408856
2026-01-01 00:00:16,115.15499682412468,9.705861297192506,0.44275380939466424,0.7666646730357642,0,1,51.687729997836186,0,0,0.0
2026-01-01 00:00:17,126.57912216247702,13.503903299297843,0.3871981363918114,0.8752261017917354,1,3,56.61900776191192,0,1,0.046774508363800205
2026-01-01 00:00:18,118.43420648230963,5.6213297704822685,0.401301102612552,0.7651360319550189,1,1,60.12429706776391,0,0,0.026988749425421083
2026-01-01 00:00:19,103.50688589187932,5.718982704457934,0.45768270860988186,0.5841441890115431,0,0,56.48135325965602,0,1,0.07724963219645627
2026-01-01 00:00:20,114.27265536440152,0.2566331118634628,0.43409474044540186,0.707560681236473,0,0,63.23427329098225,0,1,0.025645921775463938
2026-01-01 00:00:21,127.87945926352245,11.829934513654369,0.4189812734779327,0.5587497469211239,1,1,66.0118151104328,0,1,0.0
2026-01-01 00:00:22,117.21260673500066,17.68330009693598,0.43209741486745895,0.5536630507730484,1,1,61.64051956182526,0,0,0.0
2026-01-01 00:00:23,118.21520627716411,9.85971407742527,0.378174739285423,0.7527401044344292,1,0,57.7639311491735,0,1,0.032168324695788855
2026-01-01 00:00:24,127.70203953805486,20.37871851987746,0.4225926576772348,0.7062119266805585,0,0,68.17704993938708,0,0,0.029233918643756594
2026-01-01 00:00:25,141.89532365898523,13.18712911664143,0.4332981134412055,0.6450311846204175,1,1,60.82516039540409,0,1,0.0009758729572426872
2026-01-01 00:00:26,111.44173593758055,11.781525074620689,0.4226626676703597,0.5330042335303065,0,1,62.12114427754673,0,1,0.0
2026-01-01 00:00:27,136.17848176120918,15.103523356161132,0.393875961133452,0.5984854371441741,0,1,55.419329397997714,0,0,0.06548063552659993
2026-01-01 00:00:28,105.23984669592167,14.924265418693508,0.2875775842560732,0.7129756876418355,0,1,58.69411155469894,0,0,0.012839762869510593
2026-01-01 00:00:29,122.09973147288449,18.886838223286944,0.4167190753368811,0.7025514984774083,0,2,65.98861871150416,0,0,0.017944499070739695
2026-01-01 00:00:30,105.96564576585136,7.188274413359576,0.4034462933293341,0.7551760073280268,0,1,64.46237004722154,0,1,0.0039996025940211835
2026-01-01 00:00:31,136.21749821405024,0.0,0.38891339166604333,0.8218715935629026,0,0,58.8775858472293,0,0,0.06195121440224387
2026-01-01 00:00:32,130.00707596061903,12.688480192090466,0.42334295876900474,0.6728594782162391,1,3,60.04946492620979,0,0,0.05346377828732819
2026-01-01 00:00:33,133.65260141586083,8.329949068067526,0.40797108939835613,0.7375173724835268,0,0,61.193848477909235,0,0,0.0
2026-01-01 00:00:34,109.37360214533405,11.836936755806786,0.40611867224492343,0.6889761242048599,1,3,54.35287754697748,0,1,0.017702581881001624
2026-01-01 00:00:35,128.21466030581684,21.98580013223451,0.3554922707513301,0.6602768291801109,0,3,58.88805720866057,0,1,0.0
2026-01-01 00:00:36,113.77184004204604,5.382949169445808,0.35622032338560544,0.680416740344944,0,2,56.93061759967711,0,0,0.07563044197003546
2026-01-01 00:00:37,114.51137626617668,16.58878401992859,0.4111160808193786,0.7768602568735911,1,1,51.68540442664295,0,1,0.033298306838298715
2026-01-01 00:00:38,126.07844495278476,17.675205266451115,0.40228171338302254,0.617726482406425,0,2,60.9130364825359,0,1,0.01159351024792688
2026-01-01 00:00:39,130.52061806962448,14.764417433469287,0.40416222678055563,0.7912830591988977,1,2,59.13721589629268,0,0,0.009875061813485167
2026-01-01 00:00:40,122.45304258486452,18.71104895502587,0.4049878878130423,0.8181829760878284,0,2,51.217163633607974,0,0,0.03632506093961161
2026-01-01 00:00:41,112.46415478787281,9.249826328619546,0.4123436925216802,0.7028586297890929,0,0,55.22995587048752,0,1,0.01261909382014016
2026-01-01 00:00:42,110.09020174940389,7.910941771578934,0.4010819699124698,0.7203934598918307,0,3,59.477462928813445,0,0,0.06627980188539741
2026-01-01 00:00:43,137.3318043099028,18.233896791366924,0.40473312578976,0.587056055441285,0,2,42.653681296322915,0,0,0.0
2026-01-01 00:00:44,127.12735092854756,16.321800131147118,0.407683430645835,0.8888427640363654,0,2,61.10402027713392,0,0,0.0
2026-01-01 00:00:45,128.6367352371407,20.342268852915566,0.42788228631573183,0.7783108559255617,0,1,61.60034088011569,0,1,0.0623144914220181
2026-01-01 00:00:46,146.201857712554,13.273737466868987,0.38455933553368743,0.7137820690712738,1,1,63.89339027422093,0,0,0.007229216827148186
2026-01-01 00:00:47,110.20964461637207,21.741378717423817,0.423591886627614,0.7045950082707919,1,0,56.42833153375627,0,0,0.06259609532414971
2026-01-01 00:00:48,150.71349358087016,10.307518438292815,0.41909150092077624,0.7360777494846337,1,1,51.46352750504616,0,1,0.04639610322332237
2026-01-01 00:00:49,157.8108976024782,5.6380250630059825,0.4031620601896502,0.6479011251894558,2,2,63.76972568371031,0,1,0.0
2026-01-01 00:00:50,139.42095744312158,0.0,0.38574664660172064,0.7226609411432512,0,4,51.75013157462778,0,1,0.0017148739276530679
2026-01-01 00:00:51,129.92527837866297,5.3915922594952335,0.41107419780485344,0.6261138452340601,0,1,63.24568135534106,0,1,0.02147949768981257
2026-01-01 00:00:52,112.03413654131613,16.9110210365248,0.42591919047875987,0.7397855674237985,1,0,55.9457734259964,0,0,0.013386747274803708
2026-01-01 00:00:53,131.93382753384267,3.210427871808742,0.36775067345422197,0.6457429383788063,0,1,53.926961305373034,0,1,0.02908633403268592
2026-01-01 00:00:54,114.6876942107579,9.285814486833468,0.40186436891428196,0.7716414662974521,0,0,61.766022796575875,0,1,0.0016251532895662935
2026-01-01 00:00:55,119.7401905225213,24.639503747050668,0.4019423228468774,0.6903704678363863,0,2,66.73346687835135,0,0,0.017452134502551623
2026-01-01 00:00:56,116.51480187132313,17.080775654892488,0.3801639503764393,0.7214996864950665,0,0,59.05835978050725,0,0,0.05004455181972965
2026-01-01 00:00:57,123.40595947789237,22.745907342889275,0.38142136438701046,0.9368710488141182,1,1,58.525564067048606,0,1,0.05998753209325182
2026-01-01 00:00:58,135.4569325853207,6.050626875223201,0.35346558898193037,0.7643386509792867,0,1,49.868906900480965,0,0,0.0
