timestamp,latency_ms,jitter_ms,packet_loss_rate,retransmission_rate,timeout_events,retry_events,throughput_mbps,dns_failure_events,tls_failure_events,quic_blocked_ratio
2026-01-01 00:00:00,145.17193812105253,44.092805978396854,1.418638770895638,2.303030019429126,4,4,17.595562302597042,0,0,0.03277335797770854
2026-01-01 00:00:01,171.01428208845687,16.01151212507037,1.4875425982326058,2.178349330252668,3,4,17.723202789255854,0,0,0.03466276198797126
2026-01-01 00:00:02,117.59184126002336,25.716737342390054,1.4281937316128472,2.15225169602416,1,4,17.579622203597822,0,0,0.03726498799537766
2026-01-01 00:00:03,199.89429275271735,30.818739084880782,1.3717402793317943,2.0102081526474214,1,9,19.561033642122535,0,0,0.0
2026-01-01 00:00:04,180.9573685232054,29.664502162852294,1.479906206209826,2.010371298978331,1,2,17.452250668695452,0,0,0.031581386759807574
2026-01-01 00:00:05,157.6988128695159,9.577481101889202,1.3723904607988162,2.156017843597798,1,3,19.2202640287834,0,0,0.017447450627643125
2026-01-01 00:00:06,157.2012667952456,16.699215844462774,1.4236621570714736,2.093949384902538,2,3,14.243266928046532,0,0,0.031923534708644306
2026-01-01 00:00:07,172.5958841944703,22.550247332923274,1.4222938287434455,1.993555145827694,1,2,20.212955161504258,0,0,0.045091307517863485
2026-01-01 00:00:08,158.3084924448915,14.328758633446947,1.3736083094370564,2.090078062270357,1,4,22.39479920280398,0,0,0.032469884180183664
2026-01-01 00:00:09,159.35227847091966,33.46656386100051,1.4418604588695374,2.1288006251312903,5,1,18.899361225754877,0,0,0.040712050460840005
2026-01-01 00:00:10,183.00169550022784,32.35023976698498,1.410637811562405,2.1748741530761446,2,3,17.84425648151362,0,0,0.0
2026-01-01 00:00:11,177.86763014434425,0.5364443227717619,1.4171286377195862,2.0913856470059207,0,7,17.036865943271298,0,0,0.03343420539449238
2026-01-01 00:00:12,163.39680160914543,2.4343241090832803,1.3797280101121931,2.0784626211829296,3,4,19.259582638990683,0,0,0.016721917225278538
2026-01-01 00:00:13,162.86308592035346,8.980459039752548,1.4390790011724215,2.100496625449003,2,6,16.829686898292483,0,0,0.017405205301567497
2026-01-01 00:00:14,169.02290806664112,26.465744126830028,1.3741718611195604,2.113838671791403,1,7,16.526279004056793,0,0,0.05900404180053507
2026-01-01 00:00:15,149.64954013702737,50.414656625485065,1.3466252199880426,2.0069493424214215,2,5,14.167972280799443,0,0,0.0053398720583602895
2026-01-01 00:00:16,154.90624338359308,20.220544369151053,1.4427538093946641,2.1666646730357644,1,5,18.43669467363755,0,0,1.8336694175680642e-06
2026-01-01 00:00:17,178.70650450516044,28.133131873537174,1.3871981363918113,2.2752261017917355,2,3,17.476513550574847,0,0,0.0
2026-01-01 00:00:18,161.7379301714784,11.711103688504727,1.401301102612552,2.165136031955019,0,5,17.575258485440582,0,0,0.01113196703314066
2026-01-01 00:00:19,130.63934560808192,11.914547300954029,1.4576827086098818,1.9841441890115432,3,8,17.995842513500822,0,0,0.05212058763104981
2026-01-01 00:00:20,153.06803200916983,0.5346523163822142,1.4340947404454016,2.1075606812364733,2,6,16.72538801511411,0,0,0.0
2026-01-01 00:00:21,181.41554013233844,24.645696903446602,1.4189812734779326,1.958749746921124,3,7,18.33723287567807,0,0,0.027536540461039368
2026-01-01 00:00:22,159.19293069791806,36.840208535283296,1.4320974148674588,1.9536630507730486,1,1,16.056140093777927,0,0,0.0
2026-01-01 00:00:23,161.28167974409192,20.54107099463598,1.378174739285423,2.152740104434429,0,2,17.792298200630505,0,0,0.0
2026-01-01 00:00:24,181.04591570428096,42.45566358307804,1.4225926576772348,2.1062119266805586,0,1,17.49344877301355,0,0,0.03312475802313838
2026-01-01 00:00:25,210.61525762288588,27.473185659669642,1.4332981134412055,2.0450311846204174,2,7,14.925067482029359,0,0,0.0038432051743741724
2026-01-01 00:00:26,147.1702832032928,24.544843905459768,1.4226626676703595,1.9330042335303066,0,4,15.818452740379435,0,0,0.0
2026-01-01 00:00:27,198.70517033585244,31.465673658669026,1.393875961133452,1.9984854371441743,1,7,16.933515382884735,0,0,0.008952982179194428
2026-01-01 00:00:28,134.2496806165035,31.092219622278144,1.287577584256073,2.1129756876418355,4,4,16.987643463404876,0,0,0.04967325803953477
2026-01-01 00:00:29,169.37444056850936,39.3475796318478,1.416719075336881,2.1025514984774083,2,3,18.466557926218197,0,0,0.06475805034427298
2026-01-01 00:00:30,135.76176201219033,14.975571694499115,1.4034462933293341,2.155176007328027,1,1,17.271011900970247,0,0,0.0653663172083063
2026-01-01 00:00:31,198.78645461260467,0.0,1.3889133916660432,2.221871593562903,3,1,17.90790821846395,0,0,0.04046865638135779
2026-01-01 00:00:32,185.8480749179563,26.434333733521807,1.4233429587690047,2.0728594782162393,1,4,17.264138106211455,0,0,0.03081737840117925
2026-01-01 00:00:33,193.4429196163767,17.35406055847401,1.407971089398356,2.137517372483527,0,11,13.33775669601217,0,0,0.04957514919062587
2026-01-01 00:00:34,142.8616711361126,24.6602849079308,1.4061186722449233,2.08897612420486,3,1,17.777887159086863,0,0,0.0
2026-01-01 00:00:35,182.11387563711838,45.80375027548856,1.35549227075133,2.0602768291801112,0,2,16.484093943992903,0,0,0.0
2026-01-01 00:00:36,152.02466675426257,11.214477436345433,1.3562203233856054,2.080416740344944,1,6,17.712278163850982,0,0,0.05874668006810783
2026-01-01 00:00:37,153.56536722120143,34.559966708184554,1.4111160808193786,2.1768602568735913,0,4,16.621058887734637,0,0,0.04568819852236177
2026-01-01 00:00:38,177.66342698496825,36.82334430510649,1.4022817133830223,2.017726482406425,2,4,19.180217983212792,0,0,0.046252464930963695
2026-01-01 00:00:39,186.91795431171766,30.759202986394346,1.4041622267805556,2.191283059198898,2,1,17.917355434603536,0,0,0.026654774120949267
2026-01-01 00:00:40,170.11050538513442,38.98135198963723,1.4049878878130422,2.2181829760878284,2,10,19.274888186818455,0,0,0.0
2026-01-01 00:00:41,149.30032247473503,19.270471517957386,1.4123436925216801,2.1028586297890928,1,2,19.406505289416916,0,0,0.0
