timestamp,latency_ms,jitter_ms,packet_loss_rate,retransmission_rate,timeout_events,retry_events,throughput_mbps,dns_failure_events,tls_failure_events,quic_blocked_ratio
2026-01-01 00:00:00,45,5,0.2,0.4,0,1,105,0,0,0
2026-01-01 00:00:01,220,90,0.2,0.4,4,8,0.5,0,0,0
2026-01-01 00:00:02,46,5,0.2,0.4,0,1,103,0,0,0
2026-01-01 00:00:03,230,92,0.2,0.4,4,8,0.4,0,0,0
2026-01-01 00:00:04,45,5,0.2,0.4,0,1,106,0,0,0
2026-01-01 00:00:05,225,91,0.2,0.4,4,8,0.5,0,0,0
2026-01-01 00:00:06,46,5,0.2,0.4,0,1,104,0,0,0
2026-01-01 00:00:07,235,93,0.2,0.4,4,8,0.4,0,0,0
2026-01-01 00:00:08,45,5,0.2,0.4,0,1,105,0,0,0
2026-01-01 00:00:09,228,92,0.2,0.4,4,8,0.5,0,0,0
2026-01-01 00:00:10,46,5,0.2,0.4,0,1,103,0,0,0
2026-01-01 00:00:11,238,94,0.2,0.4,4,8,0.4,0,0,0
